applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
38,Male,Bagmati,29000,196000,120,9,1,1,0,3.4987,0.2804,0.4,500.0,0.0039,0.5012,0.6,1,1,4,1,10,4,10800.0,2,50,0.011,0,0
42,Male,Bagmati,61600,684000,48,54,1,1,0,1.4327,0.6575,1.0,140800.0,0.0466,0.6026,0.8,1,2,10,0,4,2,89300.0,4,6,0.0119,0,0
22,Male,Karnali,26300,201000,24,0,0,0,0,0.8084,1.1686,0.7,57300.0,0.1167,0.4435,0.8,1,3,7,3,48,4,45900.0,10,66,0.0161,0,1
47,Male,Bagmati,137800,1187000,120,5,3,2,0,1.7732,0.6184,0.7,874300.0,0.1988,0.3066,0.5,0,3,240,2,69,6,869200.0,6,7,0.0122,0,0
59,Male,Lumbini,41100,242000,48,8,1,0,1,2.4153,0.4192,1.0,405300.0,0.0786,0.6411,0.4,0,1,211,0,77,6,501800.0,4,18,0.0134,0,0
62,Male,Province No. 1,49000,275000,24,0,0,0,0,1.3221,0.7749,1.0,700600.0,0.078,0.3957,0.6,0,2,240,1,111,4,815600.0,8,47,0.0129,0,0
58,Male,Bagmati,86200,899000,120,3,1,2,0,3.5,0.2043,0.7,109900.0,0.0812,0.4788,0.6,1,0,7,0,27,5,121700.0,6,9,0.013,0,0
51,Female,Bagmati,53400,207000,36,0,0,0,0,3.3546,0.3091,0.7,139900.0,0.1795,0.7392,0.6,0,1,105,0,80,6,69500.0,2,33,0.0109,0,0
29,Male,Lumbini,34000,220000,120,0,0,0,0,3.5,0.197,1.0,68800.0,0.075,0.7745,0.5,1,1,39,1,11,4,95700.0,4,9,0.0139,0,0
36,Female,Bagmati,90400,850000,120,0,0,0,0,3.5,0.1903,1.0,718600.0,0.1173,0.3243,0.8,1,0,63,0,23,4,920000.0,9,53,0.0116,0,0
23,Female,Lumbini,38500,488000,120,0,0,0,0,1.3063,0.7907,1.0,255900.0,0.1344,0.7935,0.6,0,3,3,1,60,5,325100.0,4,25,0.0122,0,0
30,Female,Lumbini,12700,61000,60,0,0,0,0,1.6177,0.7026,0.7,2800.0,0.013,0.6518,0.6,1,3,9,4,9,3,500.0,9,57,0.0128,0,1
31,Male,Lumbini,23900,360000,48,0,0,0,0,1.3206,0.7636,0.4,31100.0,-0.0076,0.4268,1.0,1,1,44,2,39,2,62600.0,6,16,0.0117,1,0
49,Male,Gandaki,34900,130000,84,15,1,2,0,1.7241,0.5929,0.4,11100.0,-0.0075,0.4213,0.4,0,3,131,2,1,3,40800.0,5,26,0.0132,1,0
22,Female,Lumbini,8000,50000,48,0,0,0,0,3.5,0.2699,1.0,27200.0,0.1131,0.5823,0.4,1,0,18,0,48,5,9900.0,4,25,0.0134,1,0
60,Male,Lumbini,29000,212000,24,39,2,1,0,1.5293,0.7293,1.0,224400.0,0.1055,0.5953,0.6,0,1,121,1,120,4,182400.0,6,3,0.0136,0,0
51,Male,Bagmati,138200,1517000,60,23,2,0,0,3.0383,0.3636,0.7,577000.0,0.1031,0.4719,0.5,0,0,163,1,29,6,710000.0,1,67,0.0126,0,0
49,Female,Madhesh,61700,873000,60,18,2,1,0,2.0402,0.4729,0.7,315900.0,0.199,0.6612,0.5,1,0,240,1,207,3,317300.0,6,10,0.0151,0,0
45,Male,Province No. 1,18700,246000,48,0,0,0,1,2.2297,0.4726,1.0,47300.0,0.1227,0.2913,0.8,1,0,81,0,15,1,30200.0,8,37,0.0145,0,0
31,Male,Lumbini,52100,294000,60,35,3,1,0,1.7663,0.5446,1.0,80700.0,0.0623,0.6736,1.0,1,2,43,4,17,1,96700.0,3,43,0.0134,1,0
43,Other,Madhesh,13000,71000,84,37,4,4,0,1.9961,0.5119,1.0,24300.0,0.1283,0.3724,0.5,0,2,49,2,53,2,58700.0,11,34,0.0144,0,1
47,Male,Gandaki,119700,680000,24,37,4,2,0,2.5372,0.3729,0.7,448400.0,-0.0777,0.5706,0.6,0,0,80,0,62,2,532400.0,4,19,0.0118,0,0
56,Male,Bagmati,80500,373000,48,0,0,0,0,1.7739,0.5919,0.7,443700.0,-0.0786,0.4244,0.5,0,2,240,1,67,4,455500.0,6,1,0.0119,0,0
49,Male,Bagmati,57000,816000,84,4,1,1,0,2.503,0.425,1.0,287500.0,0.0608,0.7367,0.6,0,1,51,2,50,5,220400.0,9,65,0.0119,1,0
54,Female,Bagmati,53800,257000,60,12,0,0,0,2.9622,0.321,0.4,241400.0,0.047,0.3392,0.5,1,2,49,1,127,4,195400.0,10,65,0.0111,0,0
40,Female,Province No. 1,30900,398000,24,7,3,1,0,1.3913,0.7921,0.7,143800.0,0.0503,0.4274,0.8,1,0,192,1,30,3,79700.0,3,35,0.0122,0,1
38,Male,Bagmati,55100,728000,120,0,0,0,0,2.7137,0.3714,0.4,500.0,-0.0097,0.6793,0.8,1,1,151,0,106,4,500.0,2,33,0.0111,0,0
53,Male,Karnali,25200,317000,60,82,4,3,0,1.3153,0.7881,1.0,95600.0,0.0814,0.6962,0.8,1,2,6,0,8,6,111200.0,3,35,0.0157,1,1
46,Female,Bagmati,8000,155000,24,12,6,6,0,0.5884,1.8286,1.0,42800.0,0.0359,0.3531,0.6,0,2,66,2,61,5,91100.0,8,32,0.0124,0,1
37,Male,Gandaki,22900,118000,84,3,2,1,0,3.359,0.282,0.4,500.0,0.0746,0.7114,0.5,0,1,44,0,57,4,500.0,5,24,0.0122,0,1
39,Male,Gandaki,34800,180000,36,0,0,0,0,3.4222,0.3033,0.4,157100.0,0.0407,0.7077,0.5,0,1,240,4,41,2,159100.0,3,19,0.0121,1,0
44,Male,Gandaki,46600,378000,12,0,0,0,0,0.6814,1.2777,0.4,397300.0,-0.0207,0.5968,0.6,0,2,91,1,35,1,311400.0,5,15,0.0121,0,1
47,Male,Sudurpashchim,48200,233000,120,40,1,0,0,3.5,0.0871,0.7,162100.0,0.4067,0.7759,0.5,0,0,25,0,50,3,159000.0,7,8,0.0141,1,0
36,Female,Province No. 1,60500,818000,12,7,8,4,0,0.5,2.4188,1.0,262800.0,0.0355,0.5375,0.8,0,4,79,1,121,4,183100.0,6,11,0.0124,0,1
27,Male,Province No. 1,23400,87000,84,24,1,0,0,3.5,0.0775,1.0,36800.0,0.0468,0.474,0.6,0,0,52,0,60,1,12300.0,3,38,0.0126,0,0
58,Male,Bagmati,101700,692000,36,26,3,0,1,1.4148,0.7592,1.0,954400.0,0.1344,0.5765,0.4,0,4,240,1,11,5,700500.0,6,17,0.0132,0,1
33,Male,Sudurpashchim,21500,149000,84,13,3,2,0,3.5,0.1881,0.4,36500.0,-0.0599,0.4881,0.8,0,0,124,2,26,3,15700.0,1,59,0.0156,0,0
27,Male,Bagmati,20400,55000,36,0,0,0,0,2.216,0.4224,1.0,56900.0,0.0941,0.3568,0.5,0,2,5,2,7,3,25400.0,8,48,0.0114,1,0
31,Female,Province No. 1,86400,1265000,120,0,0,0,0,1.2351,0.8502,0.7,327700.0,0.0408,0.6912,1.0,0,5,125,5,54,4,304900.0,8,48,0.0136,1,0
57,Male,Madhesh,25800,114000,48,0,0,1,0,3.5,0.1526,0.4,351200.0,0.0517,0.4596,0.6,1,0,92,0,83,3,410000.0,12,38,0.0155,1,0
28,Male,Gandaki,24700,252000,36,2,2,0,1,1.8617,0.5413,0.4,102600.0,-0.1717,0.4696,0.5,0,0,54,0,30,3,85900.0,4,21,0.013,0,0
50,Male,Bagmati,43000,408000,24,0,0,0,0,0.9461,0.998,0.4,15800.0,-0.0651,0.6015,0.5,1,4,110,2,49,1,500.0,5,26,0.0122,0,0
38,Female,Bagmati,49800,500000,84,0,0,0,0,2.4565,0.4068,0.7,26900.0,0.1953,0.6814,0.6,0,2,82,3,2,6,500.0,1,65,0.0122,0,0
46,Female,Bagmati,100600,950000,84,14,2,2,0,2.304,0.4184,1.0,626800.0,0.1154,0.6706,0.5,0,1,44,2,30,1,651800.0,12,60,0.0125,0,0
51,Male,Province No. 1,32200,340000,120,0,0,0,0,2.5631,0.3918,0.4,65300.0,0.0117,0.4199,0.5,0,1,240,1,5,5,94200.0,6,8,0.0138,1,0
30,Male,Sudurpashchim,31800,259000,36,0,0,0,0,1.7555,0.5887,1.0,141100.0,0.0681,0.3913,0.5,1,1,49,0,38,1,169400.0,5,18,0.0155,0,0
37,Male,Province No. 1,44400,268000,84,5,2,0,0,2.1795,0.4985,1.0,151300.0,0.0531,0.5335,0.6,0,2,5,0,8,6,132300.0,11,29,0.013,1,0
54,Female,Bagmati,51200,471000,36,0,0,0,0,1.7818,0.5578,0.4,73500.0,0.0357,0.2765,0.6,1,1,69,0,26,2,77800.0,12,37,0.0115,0,0
62,Male,Lumbini,40600,526000,120,4,2,0,0,1.3611,0.75,0.7,31800.0,0.0392,0.5739,0.5,0,2,240,1,24,2,59400.0,11,14,0.013,0,0
56,Male,Bagmati,128900,1187000,48,0,0,0,0,2.1015,0.4883,0.7,54700.0,0.2135,0.7341,0.5,0,1,240,2,73,2,84800.0,6,0,0.0111,0,0
33,Female,Madhesh,50600,184000,84,0,0,0,0,3.1625,0.316,1.0,201700.0,0.1555,0.4838,0.6,1,2,27,0,117,6,151700.0,11,22,0.0141,1,0
30,Male,Gandaki,52400,312000,48,4,0,0,0,3.5,0.2438,1.0,161400.0,0.1228,0.523,0.6,0,0,88,2,47,3,173800.0,11,27,0.0125,0,0
60,Female,Gandaki,31400,226000,48,0,0,0,0,2.2944,0.4489,0.4,49600.0,0.0305,0.5376,0.8,1,1,9,3,81,5,38500.0,4,5,0.0126,0,0
49,Male,Madhesh,14500,117000,60,42,2,0,0,2.644,0.3787,0.7,39300.0,0.1973,0.5738,1.0,1,1,10,0,1,3,64300.0,4,15,0.0143,0,0
29,Female,Bagmati,10000,61000,24,16,1,0,0,2.164,0.494,1.0,500.0,0.1175,0.4537,0.6,0,0,16,1,11,4,6600.0,11,20,0.0126,0,0
48,Female,Madhesh,35600,151000,60,0,0,1,0,3.5,0.1447,0.7,239000.0,0.104,0.5701,0.5,1,0,154,0,26,5,226200.0,12,51,0.0151,0,0
34,Female,Lumbini,34300,395000,120,0,0,0,0,3.5,0.2152,0.4,197100.0,-0.114,0.7843,0.5,0,0,3,0,71,3,242400.0,6,0,0.0124,1,0
27,Female,Bagmati,28700,344000,120,9,4,0,0,2.7495,0.3669,0.4,35900.0,0.2439,0.496,0.4,1,1,17,1,9,2,6300.0,6,13,0.0119,0,1
27,Male,Province No. 1,27300,338000,120,2,1,0,0,1.5761,0.6395,1.0,30400.0,0.0954,0.2949,0.5,0,2,81,2,108,4,61900.0,7,18,0.0138,0,0
36,Female,Madhesh,23100,146000,48,0,0,0,0,3.5,0.2261,0.7,44800.0,0.2454,0.6268,0.8,1,0,39,0,9,3,73500.0,8,29,0.0154,0,0
30,Female,Karnali,10600,50000,120,12,4,4,0,3.5,0.1089,1.0,500.0,0.1362,0.8098,0.5,0,0,12,0,58,2,500.0,5,10,0.0158,1,0
53,Male,Lumbini,28500,415000,120,11,1,2,0,2.1818,0.4449,1.0,500.0,0.0605,0.7701,0.5,1,1,240,3,126,4,9100.0,3,34,0.0124,0,0
27,Male,Lumbini,39800,233000,60,0,0,0,1,2.4964,0.4152,1.0,237600.0,0.0946,0.6806,0.5,0,1,2,1,17,3,204000.0,7,3,0.0123,0,0
28,Male,Lumbini,32500,148000,120,0,0,0,0,3.5,0.2368,0.7,89100.0,0.0452,0.6742,0.6,1,1,4,2,16,4,114600.0,6,2,0.0135,0,0
47,Female,Province No. 1,41100,438000,24,24,1,0,0,0.6828,1.3487,0.7,30800.0,-0.1155,0.403,0.5,0,3,108,1,84,6,500.0,2,56,0.0141,1,1
39,Male,Lumbini,31500,336000,48,0,0,0,0,1.3401,0.6802,1.0,251700.0,0.0545,0.6111,1.0,1,2,58,0,19,5,219100.0,8,41,0.0137,1,0
29,Male,Bagmati,81100,574000,60,0,0,0,0,3.5,0.21,1.0,654500.0,0.1791,0.7569,0.8,1,0,27,1,79,5,515100.0,6,14,0.0115,0,0
23,Male,Bagmati,108100,1591000,48,0,0,0,0,1.2181,0.8527,1.0,230600.0,0.0661,0.4934,0.8,1,2,11,1,60,1,181000.0,10,77,0.0126,0,0
24,Other,Lumbini,8000,110000,120,0,0,0,0,3.3515,0.2862,1.0,31000.0,0.1142,0.527,0.6,1,0,9,0,6,3,38100.0,2,34,0.0134,0,0
33,Male,Bagmati,57800,384000,48,0,0,0,0,3.5,0.2628,0.7,312400.0,0.0884,0.42,0.5,0,0,16,0,30,2,408400.0,10,66,0.0106,0,1
32,Male,Bagmati,72000,809000,60,12,4,2,0,1.4642,0.6858,1.0,73300.0,0.1668,0.5155,0.8,1,2,38,1,22,1,78800.0,2,35,0.0121,0,1
45,Female,Bagmati,119800,773000,120,4,3,2,1,3.5,0.2582,1.0,83000.0,0.0017,0.3162,1.0,1,1,24,2,6,4,82300.0,6,0,0.0119,0,0
49,Female,Madhesh,25700,236000,48,20,4,2,0,3.0793,0.3178,0.4,90200.0,0.0272,0.7534,0.5,0,0,105,0,2,2,43000.0,8,47,0.0149,0,1
27,Male,Bagmati,99000,498000,84,0,0,1,0,3.0444,0.3214,1.0,391000.0,0.1536,0.3389,0.5,0,1,33,1,24,5,388300.0,5,11,0.0111,0,0
39,Male,Lumbini,14400,297000,120,4,4,2,0,1.4319,0.7851,0.4,10600.0,0.0059,0.7836,0.6,1,2,240,2,80,3,500.0,2,32,0.0134,0,1
40,Male,Sudurpashchim,38400,304000,48,5,3,3,0,1.1644,0.9193,0.7,65400.0,0.2605,0.4451,0.6,1,4,80,5,49,2,51300.0,11,40,0.0146,0,0
27,Male,Karnali,41100,628000,84,0,0,0,0,1.8037,0.627,0.7,70400.0,0.1894,0.3535,0.6,0,1,92,1,1,2,58600.0,3,35,0.016,1,0
41,Male,Gandaki,61600,470000,48,0,0,0,0,1.9015,0.5097,0.7,121400.0,0.0776,0.4253,0.5,0,1,24,2,33,6,155900.0,4,12,0.0136,0,0
23,Female,Madhesh,29000,188000,12,0,0,0,0,1.1084,0.9281,1.0,32600.0,-0.0151,0.6239,0.5,0,0,12,0,15,5,61400.0,11,16,0.0132,1,0
34,Female,Madhesh,56300,557000,36,0,0,0,0,2.1572,0.4703,0.7,154700.0,-0.0069,0.3495,0.8,1,0,51,0,11,6,121400.0,12,52,0.014,0,0
51,Female,Madhesh,39400,216000,48,6,3,1,0,3.5,0.2768,0.7,460600.0,0.1116,0.598,0.4,0,1,19,2,122,3,589200.0,5,25,0.0125,0,0
31,Female,Lumbini,23200,281000,60,0,0,0,0,1.8722,0.535,1.0,88300.0,0.0266,0.501,0.5,0,1,5,1,39,2,65800.0,3,15,0.0137,0,0
50,Female,Bagmati,117500,720000,60,36,1,1,0,3.1686,0.2956,0.7,612600.0,0.1434,0.4718,0.5,0,1,193,2,18,5,440400.0,2,54,0.013,0,0
25,Male,Province No. 1,10800,50000,48,0,0,0,0,3.5,0.2167,0.7,32500.0,0.0955,0.5074,1.0,1,1,25,1,21,5,13900.0,10,88,0.0131,0,0
40,Male,Bagmati,53800,375000,48,0,0,0,0,3.5,0.2762,0.4,455900.0,0.1372,0.36,0.4,0,0,131,0,159,5,386800.0,1,45,0.0122,0,0
58,Female,Karnali,40700,616000,36,72,1,0,0,1.2609,0.806,0.7,113900.0,0.1011,0.2918,0.6,1,1,240,0,67,5,95800.0,9,52,0.0146,0,1
43,Female,Lumbini,21300,110000,24,27,1,1,0,2.7606,0.3503,1.0,130600.0,0.0634,0.7695,0.6,1,0,66,2,28,4,169400.0,3,36,0.0147,1,0
55,Male,Bagmati,50300,180000,60,0,0,0,0,2.4328,0.4325,0.4,88600.0,-0.0486,0.4449,0.6,0,2,15,2,19,2,84000.0,1,53,0.0124,1,0
31,Male,Sudurpashchim,15300,266000,36,0,0,0,0,1.2662,0.728,0.4,500.0,-0.0234,0.514,0.8,1,0,18,0,21,5,500.0,5,1,0.0171,0,1
28,Female,Bagmati,138000,1082000,48,6,6,2,0,3.48,0.3118,0.7,198500.0,0.2507,0.4581,0.8,1,0,2,0,11,5,146400.0,8,40,0.0116,0,1
41,Male,Sudurpashchim,54400,173000,60,0,0,0,0,3.5,0.0892,1.0,500.0,0.1336,0.6045,1.0,1,0,116,2,135,3,500.0,10,79,0.0136,1,0
31,Female,Lumbini,72800,446000,36,7,2,2,0,1.1896,0.7983,0.7,585600.0,0.1265,0.2923,0.8,1,3,66,4,15,1,410900.0,12,37,0.0137,1,1
51,Male,Bagmati,134600,756000,60,1,5,3,0,2.9055,0.3326,0.7,784900.0,0.0322,0.2904,0.6,1,1,10,0,192,6,897900.0,3,38,0.0118,0,0
35,Female,Bagmati,64500,214000,120,6,1,0,0,3.5,0.0654,1.0,167400.0,0.1709,0.5266,0.5,1,0,79,1,36,5,180500.0,4,29,0.0129,0,0
53,Male,Sudurpashchim,22800,186000,60,0,0,1,0,1.8906,0.4934,0.4,224800.0,0.1069,0.3231,0.5,0,2,240,2,157,4,137000.0,7,23,0.0144,0,0
22,Male,Gandaki,46400,377000,120,0,0,0,0,2.2885,0.4226,0.7,14700.0,0.0636,0.651,0.6,0,1,4,1,48,1,62100.0,7,17,0.0119,1,0
35,Female,Province No. 1,34700,405000,24,1,4,1,0,1.2244,0.8175,0.7,110800.0,0.0449,0.5944,0.8,1,1,151,1,166,2,94500.0,12,38,0.0127,0,0
31,Male,Sudurpashchim,30700,218000,60,0,0,0,0,3.5,0.1908,0.7,500.0,0.1368,0.3538,0.6,0,0,79,2,90,4,28000.0,11,12,0.0154,0,1
49,Male,Lumbini,41700,621000,60,1,1,0,0,0.9961,0.86,1.0,266700.0,0.1086,0.2785,0.5,0,3,66,2,221,5,163500.0,7,2,0.0164,1,0
29,Male,Bagmati,38500,550000,60,0,0,0,0,2.6546,0.4186,0.4,500.0,0.1555,0.3011,0.5,0,0,170,1,36,5,29900.0,7,12,0.0124,1,0
41,Male,Lumbini,45700,747000,60,0,0,0,0,1.6802,0.6009,0.7,327500.0,0.2969,0.3082,0.6,0,0,32,2,13,4,266800.0,4,7,0.0144,0,0
36,Male,Province No. 1,43600,515000,60,0,0,0,0,3.1514,0.3464,1.0,8000.0,0.0518,0.4373,0.4,0,0,43,0,198,3,52200.0,8,25,0.0117,0,0
52,Male,Bagmati,107800,436000,60,0,0,0,1,3.5,0.1394,1.0,311100.0,0.0146,0.2566,0.5,0,0,93,0,1,2,362600.0,5,6,0.0129,0,0
36,Male,Gandaki,49900,311000,120,28,1,0,0,3.346,0.2994,1.0,500.0,0.049,0.6228,0.5,1,2,31,0,86,5,36700.0,2,60,0.0131,1,0
50,Female,Bagmati,43100,321000,120,0,0,1,0,1.7467,0.5875,0.7,56300.0,0.0674,0.4626,0.5,1,3,62,3,11,5,105200.0,10,68,0.0117,0,1
24,Female,Gandaki,59900,406000,24,23,1,0,0,2.4479,0.4097,1.0,62200.0,0.1288,0.4501,0.6,1,0,31,1,72,6,85900.0,1,72,0.0117,0,0
52,Male,Sudurpashchim,26200,293000,36,1,5,4,0,1.3133,0.7879,0.4,105800.0,-0.0637,0.5657,0.4,0,2,51,1,61,6,94200.0,5,9,0.0161,1,0
47,Female,Madhesh,27600,162000,24,39,0,0,0,1.5392,0.6581,0.4,31100.0,0.1639,0.247,0.4,0,2,37,1,71,5,22300.0,4,14,0.0137,0,0
27,Female,Madhesh,20900,254000,84,50,5,4,1,1.6049,0.5997,0.7,59800.0,0.1575,0.5527,0.5,0,2,13,3,10,2,60700.0,1,65,0.0143,1,1
25,Female,Gandaki,44100,197000,24,9,3,0,0,3.5,0.2683,1.0,357000.0,0.013,0.5575,0.5,0,0,9,0,15,1,353100.0,7,0,0.013,1,0
34,Female,Bagmati,96700,1203000,48,0,0,1,0,2.2827,0.4285,0.7,1262100.0,0.1621,0.6132,0.4,0,0,23,0,1,4,1074100.0,7,0,0.0131,0,0
62,Male,Bagmati,54300,391000,48,1,2,1,0,3.5,0.2424,1.0,194800.0,0.1558,0.2758,0.5,0,0,77,0,26,4,162500.0,6,3,0.0118,0,0
32,Male,Karnali,21200,117000,120,0,0,0,0,2.3598,0.4654,0.7,57000.0,0.186,0.6379,0.8,1,2,32,1,32,5,26800.0,7,14,0.0166,0,0
40,Female,Lumbini,39200,455000,120,26,0,0,0,2.863,0.3515,1.0,72800.0,0.0601,0.478,0.6,0,1,8,2,64,4,95300.0,10,67,0.0136,0,0
39,Female,Gandaki,45700,357000,24,0,0,0,0,1.9683,0.5235,0.4,126700.0,-0.0092,0.3629,0.5,0,0,58,0,59,1,28800.0,3,17,0.0132,1,1
33,Male,Sudurpashchim,29500,380000,48,0,0,0,0,2.171,0.4411,1.0,221400.0,0.0732,0.2887,0.5,1,0,95,0,25,6,132600.0,11,11,0.0154,1,0
40,Male,Bagmati,60000,359000,48,2,4,3,0,3.5,0.2185,1.0,15000.0,0.103,0.7518,0.6,1,0,240,2,124,3,500.0,11,30,0.0115,0,0
28,Male,Bagmati,38000,245000,48,14,3,1,0,1.661,0.5547,0.4,92100.0,0.0704,0.8069,0.6,1,2,0,2,88,4,44000.0,10,76,0.0116,0,1
49,Male,Bagmati,65900,375000,84,4,0,0,0,2.5973,0.3961,0.7,299000.0,0.014,0.304,0.4,0,2,240,1,163,6,227500.0,1,75,0.0131,1,0
27,Female,Province No. 1,46100,141000,24,66,0,0,0,3.5,0.2089,0.7,82200.0,0.0717,0.2577,0.6,1,0,18,0,108,6,35900.0,7,17,0.0125,0,0
44,Male,Lumbini,34200,383000,120,25,5,3,0,1.9839,0.5299,0.4,132700.0,0.127,0.6035,0.8,1,3,125,2,58,1,76200.0,5,18,0.0127,1,0
34,Female,Lumbini,9900,102000,120,16,6,5,0,1.6862,0.5969,1.0,33100.0,0.098,0.5694,0.5,0,2,18,2,11,5,77200.0,10,83,0.0128,0,0
45,Female,Bagmati,122600,1398000,60,12,2,1,0,3.0955,0.3341,1.0,105700.0,0.0421,0.6317,0.6,1,0,6,0,51,4,126300.0,1,62,0.0125,0,0
44,Male,Bagmati,171200,829000,36,0,0,0,0,2.6831,0.3821,0.7,913300.0,0.0679,0.323,0.8,1,1,91,1,14,5,786300.0,9,55,0.012,1,0
47,Female,Lumbini,63400,559000,48,4,4,5,0,1.3761,0.692,0.7,54400.0,0.2,0.6408,0.5,1,2,22,2,40,4,50500.0,4,29,0.0121,0,1
46,Male,Gandaki,26000,51000,60,0,0,0,0,3.5,0.0566,0.4,184600.0,0.1077,0.3212,0.4,0,0,143,0,29,1,123100.0,2,53,0.0122,0,0
32,Male,Province No. 1,60600,341000,36,0,0,0,0,1.6464,0.628,1.0,478800.0,0.1138,0.5075,0.6,1,3,135,1,130,6,338700.0,3,33,0.0144,0,0
45,Male,Sudurpashchim,39100,260000,36,12,1,1,1,1.8928,0.4978,0.7,224100.0,0.1425,0.2925,0.6,0,1,55,2,64,6,273300.0,1,62,0.0153,1,0
30,Male,Madhesh,24100,230000,60,13,1,0,0,1.9758,0.5264,1.0,114900.0,0.0903,0.66,0.6,1,1,9,2,144,3,135000.0,7,5,0.0147,1,0
37,Female,Sudurpashchim,21200,366000,120,0,0,0,0,3.1999,0.3302,0.7,500.0,0.067,0.5426,0.5,0,0,70,0,87,6,500.0,9,71,0.0167,0,0
30,Male,Province No. 1,47600,250000,48,0,0,0,0,1.7339,0.5641,0.7,228700.0,0.0569,0.6101,0.6,1,3,4,1,1,1,291400.0,4,5,0.0122,0,1
43,Female,Madhesh,25900,112000,48,0,0,0,0,3.5,0.1349,0.4,5400.0,-0.2,0.2617,0.6,1,0,70,1,33,3,21500.0,6,6,0.0144,0,0
53,Female,Lumbini,55700,687000,120,14,0,0,0,3.1923,0.3145,1.0,185400.0,0.0729,0.6614,0.5,0,1,51,2,19,5,67000.0,6,20,0.0136,0,0
46,Female,Province No. 1,51200,281000,60,0,0,2,0,3.5,0.1684,1.0,118900.0,0.0836,0.2598,0.4,1,0,240,0,6,6,90000.0,7,0,0.0149,0,0
25,Female,Bagmati,86300,383000,60,8,2,2,0,1.4918,0.6312,1.0,395100.0,0.0544,0.5853,0.6,0,4,8,0,14,3,395600.0,12,54,0.0113,0,1
24,Female,Province No. 1,40700,225000,60,0,0,0,0,3.5,0.1698,1.0,186800.0,0.1047,0.3023,0.6,1,0,19,0,72,4,83300.0,4,34,0.0128,0,0
34,Male,Bagmati,103100,728000,120,21,1,1,0,3.5,0.2581,1.0,87500.0,0.1492,0.6205,0.5,0,1,14,1,20,3,102300.0,5,14,0.0119,0,0
45,Male,Lumbini,27000,349000,48,65,2,0,0,1.9834,0.5042,0.4,121000.0,0.0478,0.4433,0.8,1,0,240,0,18,1,70000.0,7,10,0.0136,0,1
32,Female,Sudurpashchim,45200,304000,48,57,6,2,0,1.4192,0.6632,1.0,189500.0,0.1175,0.3111,0.5,0,5,2,1,17,6,166000.0,3,21,0.0151,1,0
62,Female,Lumbini,31000,293000,120,1,2,0,0,3.115,0.3315,1.0,127400.0,0.0449,0.6836,0.6,1,1,54,1,72,6,56900.0,5,27,0.0143,0,0
45,Female,Madhesh,47500,288000,84,0,0,0,0,3.5,0.1691,0.7,113000.0,0.1936,0.4334,0.8,1,0,70,1,11,6,109200.0,9,72,0.0142,1,0
58,Male,Lumbini,74300,488000,84,0,0,0,0,2.3552,0.4089,1.0,795500.0,0.0765,0.4825,1.0,0,2,81,2,6,5,811700.0,4,25,0.013,0,0
59,Male,Bagmati,111600,1237000,24,0,0,0,0,1.2503,0.8645,1.0,500.0,0.0913,0.6606,1.0,1,1,55,0,16,3,500.0,2,34,0.0112,0,0
25,Male,Bagmati,53400,402000,48,0,0,0,0,1.5898,0.6066,0.4,177500.0,0.0312,0.6273,0.5,0,2,11,0,84,6,197700.0,5,3,0.0112,1,0
57,Male,Bagmati,111900,1199000,36,6,1,2,0,1.2521,0.7152,1.0,70200.0,0.062,0.5761,0.5,0,4,54,3,8,4,74500.0,12,35,0.0114,0,1
23,Female,Lumbini,34700,380000,60,0,0,0,0,1.2981,0.8169,1.0,225300.0,0.0189,0.6212,0.5,0,3,6,1,1,2,260800.0,4,13,0.0143,0,0
25,Male,Madhesh,30200,217000,36,0,0,0,0,1.7668,0.5413,0.7,170000.0,0.0742,0.7572,0.5,0,3,24,1,84,2,191600.0,4,18,0.0141,1,1
43,Male,Bagmati,61700,729000,84,6,2,1,0,2.0983,0.4828,1.0,310600.0,0.0621,0.3881,0.6,0,3,60,2,55,2,190800.0,9,55,0.0118,0,0
43,Male,Province No. 1,19600,86000,12,0,0,0,0,1.3596,0.7509,1.0,22600.0,0.0388,0.573,0.4,0,2,67,1,8,6,3100.0,12,46,0.0134,0,0
48,Female,Gandaki,67900,449000,60,3,2,1,0,3.0008,0.3344,1.0,131200.0,0.0614,0.6447,0.5,1,1,22,2,32,5,169500.0,12,38,0.0137,0,0
22,Male,Madhesh,8000,52000,48,36,2,1,0,3.5,0.2648,1.0,83400.0,0.0586,0.3132,0.6,0,0,2,1,36,5,95500.0,5,21,0.0131,0,0
25,Male,Gandaki,33700,206000,48,0,0,0,0,3.0019,0.3109,0.4,61000.0,0.1022,0.4579,0.5,1,1,1,0,40,3,43600.0,4,25,0.0117,1,1
54,Female,Bagmati,69200,503000,60,0,0,0,0,3.5,0.2425,1.0,54500.0,0.1039,0.2551,0.5,0,0,56,0,64,6,39200.0,10,67,0.0117,0,0
