applicant_age,gender,province,monthly_income_npr,loan_amount_npr,loan_tenure_months,close_year,max_dpd_24m,overdue_count_12m,bounce_count_12m,restructure_count,dscr,emi_income_ratio,income_stability,avg_bank_balance_6m,income_cagr_2y,ltv_ratio,collateral_score,insurance_flag,active_loan_count,credit_history_months,hard_enquiry_6m,bank_tenure_months,product_count,avg_deposit_12m,bs_month_applied,festival_proximity,district_npa_rate,remittance_inflow_flag,defaulted
22,Male,Gandaki,46400,377000,120,2021,0,0,0,0,3.3391,0.2915,0.7,112700.0,0.1011,0.5062,0.6,0,1,1,3,10,4,68700.0,3,29,0.0118,0,0
35,Female,Province No. 1,34700,405000,24,2022,0,0,0,0,0.9522,1.1543,0.7,108400.0,0.1245,0.2485,0.8,1,2,140,1,18,4,74600.0,6,0,0.0131,0,1
31,Male,Sudurpashchim,30700,218000,60,2020,1,4,2,0,2.8008,0.3397,0.7,96800.0,0.1171,0.4794,0.6,0,1,74,1,30,2,125400.0,11,32,0.0158,1,0
49,Male,Lumbini,41700,621000,60,2022,1,2,2,1,1.676,0.5873,1.0,285700.0,0.0487,0.5265,0.5,0,1,1,4,144,6,312000.0,11,19,0.0154,1,1
29,Male,Bagmati,38500,550000,60,2018,0,0,0,0,2.3595,0.4142,0.4,332800.0,0.0394,0.4992,0.5,1,0,30,0,132,3,376100.0,6,0,0.011,0,0
41,Male,Lumbini,45700,747000,60,2022,0,0,0,0,1.3266,0.7564,0.7,244600.0,-0.1577,0.3616,0.6,1,2,26,1,219,6,232800.0,4,9,0.0134,1,0
36,Male,Province No. 1,43600,515000,60,2018,0,0,0,0,1.8052,0.5578,1.0,100600.0,0.1352,0.4287,0.4,0,1,183,2,54,6,118800.0,10,90,0.0128,0,0
52,Male,Bagmati,107800,436000,60,2021,4,2,3,0,3.4841,0.2817,1.0,352700.0,0.1089,0.6458,0.5,1,1,99,0,35,5,438600.0,7,19,0.0112,0,0
36,Male,Gandaki,49900,311000,120,2024,59,1,0,0,3.5,0.1758,1.0,111200.0,0.136,0.6787,0.5,0,1,38,0,32,3,113700.0,6,20,0.0134,1,0
50,Female,Bagmati,43100,321000,120,2021,24,4,3,0,3.5,0.1398,0.7,80100.0,0.0562,0.4573,0.5,1,0,240,2,16,2,33100.0,3,37,0.0106,0,0
24,Female,Gandaki,59900,406000,24,2024,0,0,0,0,1.9755,0.4958,1.0,13100.0,0.1153,0.7984,0.6,1,0,9,1,14,2,500.0,6,11,0.0131,1,0
52,Male,Sudurpashchim,26200,293000,36,2023,0,0,1,0,0.9554,0.9617,0.4,16400.0,0.2203,0.666,0.4,1,2,226,0,24,2,1200.0,7,21,0.0156,0,1
47,Female,Madhesh,27600,162000,24,2024,3,5,1,0,1.2952,0.6702,0.4,136200.0,0.0374,0.3755,0.4,0,2,37,0,43,2,145300.0,6,0,0.0138,1,1
27,Female,Madhesh,20900,254000,84,2023,29,1,1,0,1.4512,0.6682,0.7,500.0,0.2256,0.3145,0.5,0,2,60,0,38,4,500.0,7,0,0.0134,0,1
25,Female,Gandaki,44100,197000,24,2023,0,0,0,0,2.0028,0.5161,1.0,131600.0,0.1577,0.8028,0.5,0,2,16,0,12,1,165900.0,1,45,0.0126,0,0
34,Female,Bagmati,96700,1203000,48,2020,0,0,0,0,1.7034,0.577,0.7,1200.0,0.1552,0.4365,0.4,1,1,14,0,42,1,20500.0,6,12,0.0118,0,0
62,Male,Bagmati,54300,391000,48,2023,0,0,1,0,2.9022,0.3652,1.0,87500.0,0.0876,0.3217,0.5,0,1,240,2,37,2,77300.0,4,26,0.0118,0,0
32,Male,Karnali,21200,117000,120,2020,1,3,3,0,3.5,0.1886,0.7,500.0,0.2275,0.5251,0.8,0,1,15,1,38,1,9200.0,11,23,0.0159,1,0
40,Female,Lumbini,39200,455000,120,2023,0,0,0,0,3.5,0.1927,1.0,54500.0,0.0949,0.538,0.6,1,0,23,0,91,6,137200.0,5,23,0.0118,0,0
39,Female,Gandaki,45700,357000,24,2021,0,0,0,0,1.3693,0.7842,0.4,173100.0,-0.1518,0.4087,0.5,0,2,101,2,83,4,138000.0,10,93,0.0125,0,0
33,Male,Sudurpashchim,29500,380000,48,2018,26,2,1,0,1.2932,0.7448,1.0,98700.0,0.088,0.3406,0.5,1,1,179,0,39,3,66500.0,9,73,0.0156,0,0
40,Male,Bagmati,60000,359000,48,2024,3,4,3,0,3.5,0.2419,1.0,98100.0,0.0895,0.299,0.6,0,0,189,0,70,2,111900.0,1,52,0.0134,0,0
28,Male,Bagmati,38000,245000,48,2022,0,0,0,0,2.0298,0.47,0.4,107400.0,0.052,0.2771,0.6,1,3,88,2,89,4,129000.0,6,14,0.0133,1,0
49,Male,Bagmati,65900,375000,84,2022,3,1,0,0,1.8494,0.548,0.7,50500.0,0.1951,0.7257,0.4,0,2,31,1,42,4,39500.0,1,60,0.0128,0,0
27,Female,Province No. 1,46100,141000,24,2023,0,0,0,0,2.1834,0.4868,0.7,128900.0,0.1176,0.4582,0.6,0,2,111,1,46,5,168500.0,8,54,0.013,0,0
44,Male,Lumbini,34200,383000,120,2024,0,0,0,0,3.5,0.2447,0.4,500.0,-0.0156,0.6865,0.8,1,0,36,0,28,3,500.0,7,15,0.0134,0,0
34,Female,Lumbini,9900,102000,120,2023,39,2,2,0,2.1631,0.4571,1.0,500.0,0.0929,0.5513,0.5,1,1,79,3,29,2,500.0,6,7,0.0126,1,1
45,Female,Bagmati,122600,1398000,60,2022,0,0,0,0,1.475,0.6724,1.0,335400.0,0.0721,0.8058,0.6,1,3,28,0,17,4,350200.0,6,20,0.0125,0,1
44,Male,Bagmati,171200,829000,36,2019,0,0,0,0,1.7411,0.5478,0.7,50800.0,0.1211,0.7781,0.8,1,3,25,1,12,6,46300.0,4,22,0.0126,0,0
47,Female,Lumbini,63400,559000,48,2023,0,0,0,0,2.6013,0.3681,0.7,241500.0,0.2128,0.4046,0.5,1,0,81,1,7,3,305300.0,10,77,0.0129,1,0
46,Male,Gandaki,26000,51000,60,2022,0,0,0,0,3.5,0.0678,0.4,209500.0,0.1386,0.6533,0.4,1,0,105,0,52,5,198100.0,3,31,0.0132,1,0
32,Male,Province No. 1,60600,341000,36,2022,13,3,1,0,3.5,0.2825,1.0,10100.0,0.0757,0.7184,0.6,0,0,82,1,159,3,11100.0,1,55,0.0125,0,0
45,Male,Sudurpashchim,39100,260000,36,2022,0,0,0,0,2.5504,0.3949,0.7,55100.0,0.1853,0.3752,0.6,0,1,22,1,178,3,17100.0,8,37,0.0159,0,0
30,Male,Madhesh,24100,230000,60,2023,18,0,0,0,1.5684,0.6534,1.0,59500.0,0.0447,0.4508,0.6,1,2,88,1,37,4,39700.0,10,95,0.0158,0,0
37,Female,Sudurpashchim,21200,366000,120,2020,20,3,3,0,1.5753,0.6457,0.7,74800.0,0.0598,0.5937,0.5,0,2,151,0,49,1,41100.0,6,0,0.0149,1,1
30,Male,Province No. 1,47600,250000,48,2020,0,0,0,0,3.5,0.2021,0.7,81700.0,0.0281,0.7427,0.6,1,0,163,0,29,6,127800.0,9,73,0.0137,0,0
43,Female,Madhesh,25900,112000,48,2020,24,0,0,0,3.5,0.1779,0.4,255500.0,0.085,0.7887,0.6,1,0,55,1,63,6,260000.0,12,56,0.0151,0,0
53,Female,Lumbini,55700,687000,120,2023,0,0,0,0,2.1587,0.4496,1.0,418000.0,0.0563,0.6774,0.5,0,2,69,1,11,4,484000.0,7,6,0.0139,0,0
46,Female,Province No. 1,51200,281000,60,2021,5,2,1,0,3.5,0.1569,1.0,295900.0,0.075,0.417,0.4,0,0,116,1,7,1,333400.0,11,11,0.0132,0,0
25,Female,Bagmati,86300,383000,60,2022,16,2,1,0,3.5,0.1717,1.0,615800.0,0.0687,0.3099,0.6,1,1,28,1,35,2,491700.0,2,34,0.013,0,0
24,Female,Province No. 1,40700,225000,60,2022,5,0,0,0,3.5,0.2985,1.0,62100.0,0.0567,0.3849,0.6,0,1,15,0,17,2,93600.0,7,13,0.0132,0,0
34,Male,Bagmati,103100,728000,120,2023,0,0,1,0,3.5,0.136,1.0,176000.0,-0.0583,0.2778,0.5,1,0,39,2,1,2,180600.0,3,16,0.0111,0,0
45,Male,Lumbini,27000,349000,48,2022,0,0,0,0,1.3532,0.7415,0.4,58500.0,0.0904,0.3624,0.8,1,1,57,1,97,2,69200.0,10,90,0.0123,0,0
32,Female,Sudurpashchim,45200,304000,48,2024,0,0,0,0,3.5,0.2461,1.0,209600.0,0.0918,0.64,0.5,0,0,240,0,25,1,142700.0,7,0,0.0167,1,0
62,Female,Lumbini,31000,293000,120,2022,0,0,0,0,3.5,0.2561,1.0,296200.0,0.0805,0.7505,0.6,1,1,38,3,1,6,346000.0,5,3,0.0135,0,0
45,Female,Madhesh,47500,288000,84,2022,32,1,2,0,3.5,0.1272,0.7,394800.0,-0.0519,0.4696,0.8,1,0,4,0,12,6,494600.0,5,12,0.0144,0,0
58,Male,Lumbini,74300,488000,84,2018,126,3,1,0,3.5,0.1832,1.0,133000.0,0.069,0.5148,1.0,1,0,205,0,33,4,72500.0,11,12,0.0132,0,0
59,Male,Bagmati,111600,1237000,24,2021,0,0,0,0,1.252,0.8114,1.0,90200.0,0.0929,0.3447,1.0,0,1,86,2,49,6,73800.0,1,73,0.0137,0,0
25,Male,Bagmati,53400,402000,48,2020,37,4,1,0,2.1848,0.4756,0.4,147300.0,-0.0383,0.7971,0.5,0,1,55,2,1,3,71700.0,1,74,0.0106,0,1
57,Male,Bagmati,111900,1199000,36,2022,0,0,0,0,1.2387,0.7336,1.0,1088500.0,0.0725,0.5131,0.5,1,2,85,0,2,3,738600.0,11,39,0.0119,0,0
23,Female,Lumbini,34700,380000,60,2020,0,0,0,0,2.6801,0.3618,1.0,500.0,0.07,0.4994,0.5,0,0,8,0,60,1,43900.0,7,1,0.0116,1,0
25,Male,Madhesh,30200,217000,36,2020,0,0,0,0,1.9919,0.5025,0.7,72600.0,0.213,0.7798,0.5,0,1,3,0,8,6,69900.0,4,30,0.014,0,0
43,Male,Bagmati,61700,729000,84,2024,39,1,0,0,2.2959,0.4377,1.0,63900.0,0.0499,0.8068,0.6,1,1,126,0,57,3,46300.0,11,24,0.0117,0,0
43,Male,Province No. 1,19600,86000,12,2020,0,0,0,0,0.9239,1.0139,1.0,32600.0,0.0564,0.7335,0.4,1,4,126,1,25,4,53600.0,4,14,0.0129,0,1
48,Female,Gandaki,67900,449000,60,2023,0,0,0,0,1.3035,0.7083,1.0,80900.0,0.0694,0.602,0.5,0,4,77,3,146,6,96600.0,7,0,0.0117,1,0
22,Male,Madhesh,8000,52000,48,2023,4,3,2,1,3.5,0.2787,1.0,36800.0,0.0844,0.749,0.6,1,0,10,3,48,2,53000.0,3,38,0.0141,0,1
25,Male,Gandaki,33700,206000,48,2020,5,4,4,0,1.9395,0.5449,0.4,119600.0,-0.1371,0.3615,0.5,0,2,34,3,68,6,156200.0,7,20,0.0122,0,1
54,Female,Bagmati,69200,503000,60,2021,2,2,1,0,2.6483,0.3955,1.0,73300.0,0.1423,0.7293,0.5,0,1,1,0,1,3,66400.0,5,0,0.0113,0,0
45,Female,Sudurpashchim,23000,203000,60,2023,0,0,0,0,2.9461,0.3594,1.0,36300.0,0.1713,0.4006,0.6,0,1,131,0,29,5,33900.0,3,30,0.015,1,0
36,Male,Madhesh,51900,799000,12,2021,0,0,0,0,0.5,2.1204,1.0,82200.0,0.1087,0.646,0.8,1,0,43,1,51,3,87900.0,2,51,0.0146,0,1
28,Male,Bagmati,16100,170000,60,2018,0,0,0,0,3.3842,0.3121,0.4,500.0,0.1837,0.5403,0.6,1,0,3,0,50,1,11500.0,5,4,0.0107,0,1
30,Male,Province No. 1,36000,208000,84,2022,3,2,1,0,2.0616,0.4868,1.0,193200.0,0.0128,0.3821,0.4,0,2,111,4,63,5,208100.0,3,17,0.0118,0,0
33,Female,Karnali,12100,105000,48,2022,4,3,2,0,2.0707,0.4822,0.4,35700.0,0.1421,0.3004,0.5,0,1,61,0,4,4,700.0,2,55,0.0148,1,1
41,Male,Sudurpashchim,32300,146000,12,2020,7,2,0,0,1.1735,0.9193,1.0,96700.0,0.0061,0.5112,0.5,0,2,188,3,64,4,115000.0,1,46,0.0149,1,1
55,Female,Province No. 1,23000,263000,84,2018,13,6,5,1,2.786,0.3557,0.4,500.0,-0.0277,0.2913,0.4,0,1,113,2,11,4,500.0,11,18,0.0137,1,0
39,Male,Province No. 1,68800,846000,48,2021,0,0,1,0,1.9446,0.5357,1.0,194600.0,0.1087,0.3939,0.8,1,1,27,2,38,1,308800.0,4,16,0.0135,1,0
39,Female,Gandaki,30800,187000,120,2024,0,0,0,0,3.1487,0.3224,1.0,83500.0,0.1052,0.4786,0.4,0,2,108,2,8,5,63100.0,6,14,0.0125,0,0
60,Female,Lumbini,102400,944000,48,2024,6,0,0,0,1.1908,0.8279,1.0,535400.0,0.0967,0.512,0.6,0,3,27,0,109,4,504600.0,11,13,0.0138,0,0
24,Female,Lumbini,18400,67000,120,2023,12,3,2,0,3.5,0.088,1.0,500.0,0.0071,0.2905,0.5,1,0,59,1,7,5,500.0,4,15,0.0126,0,0
22,Male,Bagmati,247300,2409000,60,2021,6,1,0,0,2.7189,0.3712,0.7,84100.0,0.175,0.8075,0.6,1,0,21,0,48,1,129900.0,3,37,0.0104,0,0
62,Male,Bagmati,128500,1339000,36,2019,0,0,0,0,1.8464,0.5437,0.7,304600.0,0.1821,0.3553,0.6,0,1,213,3,38,3,155900.0,6,5,0.0112,0,0
60,Male,Bagmati,84500,378000,84,2024,23,3,0,0,3.5,0.2077,0.7,102600.0,-0.0317,0.7113,0.6,1,1,240,1,51,5,80300.0,3,18,0.0109,0,0
37,Male,Lumbini,43400,402000,48,2023,0,0,0,0,2.025,0.5208,1.0,231800.0,0.0703,0.4986,0.6,0,1,167,0,164,6,243100.0,10,80,0.0126,0,0
30,Male,Sudurpashchim,24900,234000,84,2019,0,0,0,0,3.5,0.2383,0.7,64700.0,-0.0292,0.4411,1.0,1,0,1,0,50,3,52200.0,5,2,0.0149,0,0
26,Male,Sudurpashchim,27700,194000,36,2021,0,0,0,0,1.3207,0.7748,1.0,69800.0,0.06,0.6433,0.6,1,2,31,5,21,1,65400.0,4,30,0.0171,0,0
27,Female,Gandaki,19300,172000,12,2022,0,0,0,0,0.7145,1.2099,0.4,7200.0,-0.0436,0.4887,0.5,0,0,52,0,108,6,500.0,1,69,0.0121,0,0
58,Female,Bagmati,115000,587000,48,2022,0,0,1,0,2.1649,0.4889,0.7,1006100.0,-0.0177,0.2988,0.4,0,2,161,0,57,2,781200.0,2,31,0.0114,0,0
52,Female,Madhesh,43200,625000,60,2022,24,3,1,0,1.6372,0.5876,0.7,103300.0,0.1465,0.3357,1.0,0,1,153,1,69,6,79400.0,9,67,0.0144,1,0
56,Male,Madhesh,29900,298000,84,2024,156,1,1,1,1.836,0.5532,0.7,193800.0,0.0987,0.2714,1.0,1,2,126,3,7,4,186500.0,6,9,0.0136,0,1
42,Female,Province No. 1,59000,338000,48,2019,51,1,2,0,3.5,0.1872,0.7,283500.0,0.2394,0.3194,0.6,1,0,187,1,178,5,204200.0,3,44,0.0139,1,0
48,Male,Province No. 1,58600,299000,60,2024,0,0,0,0,3.5,0.2621,0.7,335100.0,0.0946,0.3871,0.5,1,1,16,0,18,6,303700.0,4,17,0.0125,1,0
58,Female,Province No. 1,32200,313000,48,2020,0,0,0,1,1.8277,0.5536,1.0,138400.0,0.0492,0.3766,0.5,0,1,172,3,1,1,111300.0,7,12,0.0119,1,0
36,Male,Karnali,22200,399000,24,2022,0,0,0,0,0.6741,1.5565,0.7,171300.0,0.0227,0.282,0.4,1,2,22,4,62,3,161800.0,8,40,0.015,0,1
43,Female,Province No. 1,54400,213000,48,2022,0,0,0,0,2.3104,0.4384,1.0,357600.0,0.1159,0.5839,0.8,1,2,32,2,140,2,292700.0,8,33,0.0123,0,0
33,Male,Madhesh,58800,637000,60,2022,0,0,0,0,2.2691,0.4322,1.0,175700.0,0.0882,0.5143,0.6,0,1,64,1,1,4,48800.0,9,48,0.0133,0,0
42,Male,Bagmati,107400,838000,36,2021,0,0,0,0,1.5532,0.6301,0.7,253600.0,0.1816,0.7399,0.4,0,2,240,3,4,1,247700.0,11,14,0.0121,0,1
29,Male,Bagmati,133200,651000,60,2019,0,0,0,0,3.2495,0.2963,1.0,814900.0,0.1199,0.3573,0.5,0,1,27,2,31,6,936900.0,8,36,0.0113,0,0
29,Male,Gandaki,82100,1003000,24,2023,0,0,0,1,1.0058,1.1368,0.7,266800.0,0.1427,0.3778,0.6,1,2,5,0,132,4,125100.0,6,0,0.012,0,0
36,Other,Bagmati,151800,908000,84,2019,13,3,2,0,1.6971,0.583,1.0,9100.0,0.1108,0.3572,0.4,0,4,37,2,34,1,73500.0,6,0,0.0136,0,1
60,Female,Bagmati,91400,726000,60,2020,2,3,2,0,2.0918,0.4789,1.0,241900.0,0.0687,0.4274,0.6,1,1,120,2,50,6,259000.0,9,71,0.0121,0,0
32,Female,Province No. 1,35800,462000,120,2018,64,2,1,0,3.4223,0.3016,0.7,14200.0,0.191,0.246,0.8,1,0,8,0,26,6,1400.0,3,41,0.0149,0,1
48,Female,Bagmati,138100,986000,48,2022,0,0,0,0,3.5,0.2387,1.0,468700.0,0.0616,0.4666,0.8,1,0,6,1,36,5,385600.0,5,5,0.0119,0,1
45,Female,Province No. 1,48200,702000,48,2022,0,0,0,0,1.5742,0.6601,0.7,500.0,-0.0412,0.7132,0.5,0,2,240,1,22,4,500.0,9,66,0.0148,0,1
46,Female,Sudurpashchim,41500,471000,24,2022,17,4,2,0,1.0924,0.9022,0.7,147200.0,-0.0631,0.3659,0.5,0,1,137,1,13,2,132100.0,8,47,0.0143,1,0
26,Female,Lumbini,37500,218000,120,2018,4,5,4,0,3.5,0.1187,0.7,70300.0,0.1541,0.5359,0.8,1,0,46,0,14,4,99500.0,6,0,0.0139,0,0
54,Male,Lumbini,40300,270000,120,2023,11,1,0,0,3.4122,0.2814,1.0,81700.0,0.1173,0.3566,0.6,1,1,96,0,37,4,87800.0,8,49,0.0127,0,0
53,Male,Gandaki,55700,573000,60,2018,1,1,1,0,2.6893,0.3857,0.7,110700.0,0.143,0.2837,0.6,1,0,38,1,83,5,122300.0,1,61,0.0139,0,0
25,Male,Lumbini,14900,153000,60,2024,9,2,2,0,2.2337,0.4354,1.0,33100.0,0.0262,0.3542,0.8,1,1,11,1,11,6,29700.0,10,86,0.0132,0,0
37,Female,Bagmati,58300,245000,120,2021,33,3,2,0,3.2328,0.3222,1.0,285100.0,0.0933,0.4573,0.5,1,1,4,0,2,2,246600.0,4,35,0.0113,0,0
57,Female,Province No. 1,27000,513000,120,2022,7,0,1,0,1.669,0.6308,1.0,27600.0,0.0096,0.7353,0.6,1,1,240,2,34,1,62200.0,5,11,0.0129,0,0
30,Male,Gandaki,60300,869000,120,2022,1,2,3,0,2.4018,0.4141,1.0,162400.0,0.0183,0.7385,0.5,0,1,27,1,24,2,137000.0,3,17,0.0139,0,0
42,Female,Bagmati,45200,305000,84,2022,0,0,0,0,1.9941,0.5155,1.0,12300.0,0.018,0.7839,0.5,1,2,239,2,31,3,1800.0,12,39,0.011,0,0
55,Female,Lumbini,38800,156000,48,2023,0,0,0,0,3.5,0.1331,1.0,52300.0,0.0679,0.2865,0.8,1,0,3,0,8,4,500.0,7,22,0.0138,0,0
54,Male,Lumbini,42100,559000,24,2023,80,4,5,1,1.0992,0.9682,1.0,189600.0,0.1622,0.6216,0.5,0,0,19,1,105,6,132000.0,12,48,0.013,0,1
37,Female,Madhesh,65200,805000,120,2022,20,5,5,0,3.5,0.2678,0.7,371400.0,0.0133,0.6935,0.5,0,0,23,1,3,1,293300.0,6,12,0.016,0,0
50,Female,Lumbini,32400,290000,120,2018,0,0,0,0,2.6654,0.3791,1.0,190600.0,0.1387,0.4372,0.6,1,2,240,0,1,5,210000.0,6,0,0.012,0,0
60,Male,Bagmati,41600,456000,48,2022,0,0,0,0,1.8037,0.5491,1.0,540000.0,0.1138,0.8114,0.8,0,2,71,3,282,2,381200.0,5,16,0.0125,0,0
39,Male,Lumbini,21200,377000,120,2023,0,0,0,0,2.392,0.4275,1.0,33000.0,0.1037,0.4213,0.5,0,1,35,1,27,1,84200.0,12,46,0.0127,0,0
61,Female,Bagmati,50400,253000,24,2023,124,0,0,0,1.1516,0.9528,1.0,153500.0,0.1138,0.8001,0.5,0,4,240,1,7,6,145400.0,5,7,0.0117,0,1
53,Male,Bagmati,65600,987000,48,2022,0,0,0,1,1.3902,0.7801,0.7,100200.0,0.2159,0.5971,0.5,0,1,71,1,9,5,108400.0,12,49,0.0132,0,0
48,Male,Bagmati,89100,949000,48,2020,26,1,1,0,1.6396,0.6487,0.4,44100.0,0.2199,0.7165,0.6,1,2,91,0,24,3,31100.0,10,75,0.0118,0,0
51,Female,Gandaki,83600,945000,120,2021,1,5,3,0,2.0285,0.4986,0.7,651800.0,-0.0273,0.6388,0.5,0,2,37,1,9,3,615100.0,7,8,0.0134,0,1
28,Male,Gandaki,47600,307000,24,2021,0,0,0,0,1.249,0.8466,0.7,80100.0,0.071,0.5457,0.5,0,3,5,1,5,1,75200.0,6,0,0.013,0,0
21,Male,Madhesh,66400,571000,84,2022,0,0,0,0,1.7636,0.5825,1.0,4000.0,0.1102,0.5725,0.6,0,2,8,1,8,3,37700.0,9,68,0.0147,1,0
55,Female,Bagmati,36600,544000,120,2023,12,3,2,1,2.2234,0.4563,0.4,316000.0,-0.0326,0.6733,0.8,1,1,240,1,37,3,438600.0,8,52,0.0124,0,0
50,Female,Bagmati,66600,417000,48,2022,14,0,0,0,3.5,0.2396,1.0,63700.0,0.1051,0.8061,0.6,1,0,240,1,8,3,34500.0,9,67,0.0126,0,0
60,Male,Madhesh,29000,286000,84,2023,15,2,2,0,1.2767,0.6743,1.0,171900.0,0.0675,0.4518,0.5,0,3,240,3,110,4,172800.0,9,65,0.0139,0,0
42,Male,Bagmati,112100,1445000,60,2021,8,1,0,0,1.5251,0.6072,1.0,131400.0,0.0721,0.292,0.8,0,2,58,1,44,6,202800.0,5,28,0.0121,0,0
37,Male,Lumbini,48600,708000,60,2022,6,0,0,0,1.6304,0.6165,1.0,113600.0,0.143,0.6956,0.5,1,1,36,1,26,6,61000.0,1,67,0.0141,0,0
56,Male,Province No. 1,101200,673000,48,2023,2,2,0,0,2.2121,0.4158,0.7,337100.0,0.064,0.6715,0.8,1,2,82,0,124,2,424200.0,9,52,0.0135,0,0
60,Female,Madhesh,40700,273000,36,2022,0,0,0,0,2.3408,0.425,1.0,150200.0,0.1102,0.4776,0.5,0,1,207,1,44,4,102900.0,5,10,0.0142,1,0
55,Male,Province No. 1,60400,347000,12,2020,46,1,0,0,1.3733,0.7981,1.0,244600.0,0.0798,0.533,0.8,1,1,31,1,3,5,236400.0,9,57,0.0126,0,0
55,Male,Bagmati,20800,215000,60,2021,6,2,4,1,2.1045,0.4877,1.0,168600.0,0.0377,0.501,0.5,0,1,170,3,28,3,176200.0,5,12,0.0119,0,0
28,Female,Bagmati,11700,139000,36,2020,0,0,0,0,1.7646,0.5338,0.4,500.0,-0.1018,0.7059,0.6,1,0,104,3,1,3,53900.0,1,47,0.0125,0,0
57,Female,Sudurpashchim,16600,139000,120,2020,3,2,0,0,2.7333,0.3516,0.7,44200.0,0.2655,0.316,0.5,1,2,83,2,15,6,500.0,7,0,0.0154,1,0
21,Female,Sudurpashchim,9700,50000,84,2022,0,0,0,0,3.1955,0.3238,0.4,25100.0,0.2166,0.705,0.4,0,1,2,1,36,3,35200.0,3,18,0.0146,0,0
52,Male,Karnali,16400,50000,36,2018,7,1,0,0,1.8366,0.5364,0.7,381100.0,0.0998,0.7503,1.0,1,2,111,3,6,4,438400.0,2,57,0.0154,0,0
29,Male,Bagmati,63800,527000,24,2020,36,2,0,0,1.618,0.6285,0.4,280400.0,-0.1147,0.2682,0.8,0,1,162,2,12,4,167300.0,2,32,0.0127,0,0
22,Female,Sudurpashchim,20400,250000,120,2022,2,2,0,0,2.5493,0.4031,1.0,135700.0,0.0747,0.2592,1.0,1,2,6,0,48,6,92900.0,5,29,0.0151,1,0
52,Female,Gandaki,83900,684000,84,2020,0,0,0,0,2.8822,0.3398,1.0,134300.0,0.113,0.6545,0.6,1,1,0,1,208,6,148900.0,8,32,0.012,0,0
35,Female,Gandaki,41300,182000,60,2024,0,0,0,0,1.5015,0.6587,1.0,2600.0,0.1467,0.4128,0.5,0,3,24,1,56,5,500.0,1,68,0.0128,0,0
57,Male,Bagmati,105000,475000,12,2022,28,0,0,0,1.2592,0.8076,1.0,205200.0,0.0159,0.7741,1.0,1,2,240,1,143,4,132000.0,7,23,0.0116,0,1
32,Female,Province No. 1,8000,96000,120,2022,0,0,0,1,1.3708,0.6865,0.7,31600.0,0.2717,0.7843,0.5,0,2,70,4,16,5,62100.0,11,29,0.0125,0,1
50,Other,Bagmati,98700,619000,36,2022,6,2,2,0,1.6236,0.6653,1.0,970600.0,0.1008,0.7966,0.6,1,2,40,1,5,5,1124400.0,4,31,0.0125,0,0
48,Male,Karnali,37400,330000,48,2023,5,1,0,0,3.3041,0.3038,1.0,54100.0,0.0636,0.3849,0.4,0,0,77,1,70,3,92900.0,8,25,0.0169,1,0
55,Male,Lumbini,57000,396000,24,2022,5,2,1,0,1.7123,0.5889,0.7,76800.0,0.1294,0.6351,0.6,1,1,193,1,1,3,121400.0,7,7,0.0145,0,0
57,Male,Sudurpashchim,33100,355000,60,2023,0,0,0,0,2.7799,0.3554,1.0,268400.0,0.135,0.5943,0.4,0,0,94,1,235,6,269400.0,12,43,0.0149,1,0
45,Female,Lumbini,20100,96000,48,2020,1,2,5,0,3.5,0.1664,1.0,75500.0,0.0746,0.5595,0.6,1,0,94,4,191,4,40300.0,4,27,0.0122,1,0
35,Male,Karnali,38800,426000,48,2021,0,0,0,0,1.5879,0.6401,1.0,329500.0,0.0909,0.4814,0.4,0,2,63,1,1,6,335400.0,7,7,0.0151,1,0
42,Male,Bagmati,75300,1293000,120,2022,3,5,3,0,1.8966,0.5004,0.7,83000.0,-0.0107,0.7806,0.5,0,1,240,2,6,3,81000.0,11,33,0.0108,0,0
46,Female,Bagmati,88700,551000,36,2021,4,3,2,0,1.6593,0.5818,1.0,24200.0,0.0714,0.4265,0.6,1,2,240,0,10,6,37900.0,4,22,0.0128,0,0
61,Female,Lumbini,94100,370000,12,2020,0,0,0,0,1.3621,0.6395,1.0,189000.0,0.087,0.6731,0.5,0,1,195,0,40,5,178800.0,12,38,0.0138,0,0
28,Male,Gandaki,50000,774000,120,2018,18,2,0,0,2.9364,0.3362,1.0,4800.0,0.1019,0.6463,0.6,1,0,99,2,5,6,15000.0,9,66,0.0122,0,0
24,Female,Bagmati,81400,409000,24,2021,45,2,0,0,2.565,0.3719,0.7,404100.0,0.0909,0.7962,0.6,0,0,17,0,72,3,312100.0,1,59,0.0114,0,0
40,Male,Bagmati,59800,376000,36,2021,0,0,0,0,2.2444,0.488,1.0,26400.0,0.0743,0.4184,0.6,1,2,5,1,4,6,47400.0,1,71,0.0118,0,0
38,Male,Gandaki,82800,544000,36,2023,0,0,0,0,2.8365,0.3191,1.0,1200.0,0.0678,0.5428,0.5,0,0,140,0,61,6,500.0,8,38,0.012,0,0
58,Female,Bagmati,32500,261000,48,2022,0,0,0,0,2.2482,0.479,0.4,93500.0,0.0237,0.5475,0.5,1,2,34,2,226,3,87000.0,5,10,0.0115,0,0
32,Female,Bagmati,52300,402000,36,2020,5,1,1,0,1.9322,0.5432,0.4,466700.0,-0.0544,0.5851,0.8,1,2,39,0,21,6,532100.0,10,74,0.012,0,0
